"#","ИД установе","Власништво","Округ","Општина","Назив установе","Подручје рада","Образовни профил","Трајање образовања","Језик наставе","Број одељења - први разред","Број комбинованих одељења - први разред","Број специјалних одељења - први разред","Број ученика - први разред","Број девојчица - први разред","Број ИОП-а 1 - први разред","Број ИОП-а 2 - први разред","Број ИОП-а 3 - први разред","Број одељења - други разред","Број комбинованих одељења - други разред","Број специјалних одељења - други разред","Број ученика - други разред","Број девојчица - други разред","Број ИОП-а 1 - други разред","Број ИОП-а 2 - други разред","Број ИОП-а 3 - други разред","Број одељења - трећи разред","Број комбинованих одељења - трећи разред","Број специјалних одељења - трећи разред","Број ученика - трећи разред","Број девојчица - трећи разред","Број ИОП-а 1 - трећи разред","Број ИОП-а 2 - трећи разред","Број ИОП-а 3 - трећи разред","Број одељења - четврти разред","Број комбинованих одељења - четврти разред","Број специјалних одељења - четврти разред","Број ученика - четврти разред","Број девојчица - четврти разред","Број ИОП-а 1 - четврти разред","Број ИОП-а 2 - четврти разред","Број ИОП-а 3 - четврти разред"
"156.","1336","Државно","Севернобанатски управни округ","Кикинда","Техничка школа","Машинство и обрада метала","Техничар за компјутерско управљање","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","15","3","0","0","0"
"157.","1336","Државно","Севернобанатски управни округ","Кикинда","Техничка школа","Машинство и обрада метала","Заваривач","3","Српски језик","0","0","0","0","0","0","0","0","1","1","0","8","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"158.","1336","Државно","Севернобанатски управни округ","Кикинда","Техничка школа","Машинство и обрада метала","Аутомеханичар","3","Српски језик","0","0","0","0","0","0","0","0","1","1","0","12","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"159.","1336","Државно","Севернобанатски управни округ","Кикинда","Техничка школа","Електротехника","Електротехничар рачунара","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","30","5","0","0","0"
"160.","1336","Државно","Севернобанатски управни округ","Кикинда","Техничка школа","Саобраћај","Техничар друмског саобраћаја","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","31","13","0","0","0"
"161.","1336","Државно","Севернобанатски управни округ","Кикинда","Техничка школа","Електротехника","Електротехничар за електронику на возилима","4","Српски језик","1","0","0","28","1","0","0","0","1","0","0","26","1","0","0","0","1","0","0","24","0","0","0","0","1","0","0","23","0","0","0","0"
"162.","1336","Државно","Севернобанатски управни округ","Кикинда","Техничка школа","Машинство и обрада метала","Оператер машинске обраде","3","Српски језик","1","1","0","12","0","0","2","0","0","0","0","0","0","0","0","0","1","1","0","12","0","0","1","0","0","0","0","0","0","0","0","0"
"163.","1336","Државно","Севернобанатски управни округ","Кикинда","Техничка школа","Машинство и обрада метала","Бравар - заваривач","3","Српски језик","1","1","0","13","0","0","2","0","0","0","0","0","0","0","0","0","1","1","0","11","0","0","1","0","0","0","0","0","0","0","0","0"
"164.","1336","Државно","Севернобанатски управни округ","Кикинда","Техничка школа","Електротехника","Електротехничар телекомуникација - преведени оглед","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","23","3","0","0","0"
"165.","1336","Државно","Севернобанатски управни округ","Кикинда","Техничка школа","Електротехника","Електротехничар информационих технологија","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","30","6","0","0","0","0","0","0","0","0","0","0","0"
"166.","1336","Државно","Севернобанатски управни округ","Кикинда","Техничка школа","Машинство и обрада метала","Техничар за компјутерско управљање (CNC) машина","4","Српски језик","0","0","0","0","0","0","0","0","1","0","0","31","0","0","0","0","1","0","0","28","4","0","0","0","0","0","0","0","0","0","0","0"
"167.","1336","Државно","Севернобанатски управни округ","Кикинда","Техничка школа","Саобраћај","Возач моторних возила (Нови ППНУ од 2018/19.)","3","Српски језик","1","0","0","31","9","0","0","0","1","0","0","28","7","0","0","0","1","0","0","23","5","0","0","0","0","0","0","0","0","0","0","0"
"168.","1336","Државно","Севернобанатски управни округ","Кикинда","Техничка школа","Саобраћај","Техничар друмског саобраћаја (Нови ППНУ од 2018/19.)","4","Српски језик","1","0","0","30","12","0","0","0","1","0","0","32","16","0","0","0","1","0","0","26","11","0","0","0","0","0","0","0","0","0","0","0"
"169.","1336","Државно","Севернобанатски управни округ","Кикинда","Техничка школа","Електротехника","Електротехничар рачунара (Нови ППНУ од 2018/19)","4","Српски језик","1","0","0","29","2","0","0","0","1","0","0","32","3","0","0","0","1","0","0","24","1","0","0","0","0","0","0","0","0","0","0","0"
"170.","1336","Државно","Севернобанатски управни округ","Кикинда","Техничка школа","Машинство и обрада метала","Техничар за компјутерско управљање (CNC) машина (Нови ППНУ од 2020/21)","4","Српски језик","1","0","0","30","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"171.","1336","Државно","Севернобанатски управни округ","Кикинда","Техничка школа","Електротехника","Електротехничар информационих технологија (Нови ППНУ од 2020/21)","4","Српски језик","1","0","0","30","5","0","0","0","1","0","0","30","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"172.","1337","Државно","Севернобанатски управни округ","Кањижа","Пољопривредно-технички средњошколски центар Беседеш Јожеф","Пољопривреда, производња и прерада хране","Пољопривредни техничар","4","Мађарски језик","1","0","0","14","5","0","0","0","1","0","0","10","5","0","0","0","1","0","0","11","2","0","0","0","1","0","0","18","8","0","0","0"
"173.","1337","Државно","Севернобанатски управни округ","Кањижа","Пољопривредно-технички средњошколски центар Беседеш Јожеф","Пољопривреда, производња и прерада хране","Ветеринарски техничар","4","Мађарски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","8","6","0","0","0","1","0","0","14","10","0","0","0"
"174.","1337","Државно","Севернобанатски управни округ","Кањижа","Пољопривредно-технички средњошколски центар Беседеш Јожеф","Машинство и обрада метала","Машински техничар за компјутерско конструисање","4","Мађарски језик","1","0","0","20","2","0","0","0","1","0","0","21","4","0","0","0","1","0","0","26","3","0","0","0","1","0","0","22","0","0","0","0"
"175.","1337","Државно","Севернобанатски управни округ","Кањижа","Пољопривредно-технички средњошколски центар Беседеш Јожеф","Машинство и обрада метала","Аутомеханичар","3","Мађарски језик","1","0","0","12","0","0","0","0","1","0","0","13","0","0","0","0","1","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0"
"176.","1337","Државно","Севернобанатски управни округ","Кањижа","Пољопривредно-технички средњошколски центар Беседеш Јожеф","Машинство и обрада метала","Механичар грејне и расхладне технике","3","Мађарски језик","1","0","0","11","0","0","1","0","1","0","0","14","0","0","0","0","1","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0"
"177.","1340","Државно","Севернобанатски управни округ","Сента","Сенћанска гимназија","Гимназија","Природно - математички смер","4","Мађарски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","10","5","0","0","0","0","0","0","0","0","0","0","0"
"178.","1340","Државно","Севернобанатски управни округ","Сента","Сенћанска гимназија","Гимназија","Друштвено - језички смер гимназије","4","Мађарски језик","1","0","0","20","16","0","0","0","1","0","0","18","18","0","0","0","1","0","0","25","21","0","0","0","1","0","0","16","10","0","0","0"
"179.","1340","Државно","Севернобанатски управни округ","Сента","Сенћанска гимназија","Гимназија","Општи тип гимназије","4","Мађарски језик","1","0","0","18","17","0","0","0","1","0","0","15","13","0","0","0","1","0","0","24","18","0","0","0","1","0","0","30","19","0","0","0"
"180.","1340","Државно","Севернобанатски управни округ","Сента","Сенћанска гимназија","Гимназија","Општи тип гимназије","4","Српски језик","1","0","0","15","10","0","0","0","1","0","0","15","6","0","0","0","0","0","0","0","0","0","0","0","1","0","0","5","2","0","0","0"
"181.","1340","Државно","Севернобанатски управни округ","Сента","Сенћанска гимназија","Гимназија","Општи тип гимназије","4","Српско-енглески","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","16","6","0","0","0","1","0","0","17","8","0","0","0"
"182.","1341","Државно","Севернобанатски управни округ","Сента","Економско-трговинска школа Сента","Економија, право и администрација","Пословни администратор","4","Мађарски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","13","11","0","0","0","0","0","0","0","0","0","0","0"
"183.","1341","Државно","Севернобанатски управни округ","Сента","Економско-трговинска школа Сента","Економија, право и администрација","Финансијски администратор","4","Мађарски језик","1","0","0","29","24","0","0","0","1","0","0","27","20","0","0","0","1","0","0","24","19","0","0","0","1","0","0","23","19","0","0","0"
"184.","1341","Државно","Севернобанатски управни округ","Сента","Економско-трговинска школа Сента","Економија, право и администрација","Службеник осигурања - оглед","4","Мађарски језик","1","0","0","18","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"185.","1341","Државно","Севернобанатски управни округ","Сента","Економско-трговинска школа Сента","Економија, право и администрација","Комерцијалиста","4","Мађарски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","13","8","1","0","0"
"186.","1341","Државно","Севернобанатски управни округ","Сента","Економско-трговинска школа Сента","Економија, право и администрација","Службеник у банкарству и осигурању","4","Мађарски језик","0","0","0","0","0","0","0","0","1","0","0","29","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"187.","1341","Државно","Севернобанатски управни округ","Сента","Економско-трговинска школа Сента","Економија, право и администрација","Комерцијалиста","4","Српски језик","0","0","0","0","0","0","0","0","1","0","0","11","6","0","0","0","1","0","0","14","11","0","0","0","1","0","0","19","14","0","0","0"
"188.","1341","Државно","Севернобанатски управни округ","Сента","Економско-трговинска школа Сента","Економија, право и администрација","Службеник у банкарству и осигурању","4","Српски језик","1","0","0","20","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"189.","1342","Државно","Севернобанатски управни округ","Чока","Хемијско-прехрамбена средња школа","Пољопривреда, производња и прерада хране","Месар","3","Мађарски језик","1","1","0","7","1","0","0","0","1","0","0","11","0","0","0","0","1","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"190.","1342","Државно","Севернобанатски управни округ","Чока","Хемијско-прехрамбена средња школа","Пољопривреда, производња и прерада хране","Пекар","3","Мађарски језик","1","1","0","6","1","0","2","0","0","0","0","0","0","0","0","0","1","1","0","10","3","0","0","0","0","0","0","0","0","0","0","0"
"191.","1342","Државно","Севернобанатски управни округ","Чока","Хемијско-прехрамбена средња школа","Хемија, неметали и графичарство","Хемијски лаборант","4","Мађарски језик","0","0","0","0","0","0","0","0","1","0","0","12","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"192.","1342","Државно","Севернобанатски управни округ","Чока","Хемијско-прехрамбена средња школа","Хемија, неметали и графичарство","Техничар за заштиту животне средине","4","Мађарски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","9","5","0","0","0","0","0","0","0","0","0","0","0"
"193.","1342","Државно","Севернобанатски управни округ","Чока","Хемијско-прехрамбена средња школа","Остала делатност личних услуга","Женски фризер","3","Српски језик","0","0","0","0","0","0","0","0","1","0","0","25","17","0","2","0","1","0","0","12","10","0","0","0","0","0","0","0","0","0","0","0"
"194.","1342","Државно","Севернобанатски управни округ","Чока","Хемијско-прехрамбена средња школа","Хемија, неметали и графичарство","Техничар за заштиту животне средине","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","6","5","0","1","0"
"195.","1342","Државно","Севернобанатски управни округ","Чока","Хемијско-прехрамбена средња школа","Остала делатност личних услуга","Фризер","3","Српски језик","1","0","0","24","14","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"196.","1343","Државно","Средњобанатски управни округ","Зрењанин - град","Зрењанинска гимназија","Гимназија","Општи тип гимназије","4","Мађарски језик","1","0","0","9","6","0","0","0","1","0","0","19","12","0","0","0","1","0","0","17","12","0","0","0","1","0","0","20","11","0","0","0"
"197.","1343","Државно","Средњобанатски управни округ","Зрењанин - град","Зрењанинска гимназија","Гимназија","Природно - математички смер","4","Српски језик","2","0","0","60","27","0","0","0","2","0","0","43","25","0","0","0","2","0","0","46","22","0","0","0","2","0","0","47","18","0","0","0"
"198.","1343","Државно","Средњобанатски управни округ","Зрењанин - град","Зрењанинска гимназија","Гимназија","Друштвено - језички смер гимназије","4","Српски језик","2","0","0","60","42","0","0","0","2","0","0","66","48","0","0","0","2","0","0","61","45","0","0","0","2","0","0","57","44","0","0","0"
"199.","1343","Државно","Средњобанатски управни округ","Зрењанин - град","Зрењанинска гимназија","Гимназија","Општи тип гимназије","4","Српски језик","4","0","0","117","75","0","1","0","4","0","0","124","81","0","0","0","4","0","0","124","82","0","0","0","5","0","0","144","95","0","0","0"
"200.","1343","Државно","Средњобанатски управни округ","Зрењанин - град","Зрењанинска гимназија","Гимназија","Ученици са посебним способностима за рачунарство и информатику","4","Српски језик","1","0","0","18","5","0","0","0","1","0","0","20","5","0","0","0","1","0","0","20","5","0","0","0","0","0","0","0","0","0","0","0"
"201.","1344","Државно","Средњобанатски управни округ","Зрењанин - град","Економско-трговинска школа Јован Трајковић","Трговина, угоститељство и туризам","Кувар","3","Мађарски језик","1","0","0","12","6","0","1","0","1","0","0","12","7","0","0","0","1","0","0","16","6","0","0","0","0","0","0","0","0","0","0","0"
"202.","1344","Државно","Средњобанатски управни округ","Зрењанин - град","Економско-трговинска школа Јован Трајковић","Трговина, угоститељство и туризам","Конобар","3","Српски језик","0","0","0","0","0","0","0","0","1","0","0","27","13","0","0","0","1","0","0","20","3","0","0","0","0","0","0","0","0","0","0","0"
"203.","1344","Државно","Средњобанатски управни округ","Зрењанин - град","Економско-трговинска школа Јован Трајковић","Трговина, угоститељство и туризам","Кувар","3","Српски језик","1","0","0","28","13","0","1","0","1","0","0","29","16","0","1","0","1","0","0","30","9","0","0","0","0","0","0","0","0","0","0","0"
"204.","1344","Државно","Средњобанатски управни округ","Зрењанин - град","Економско-трговинска школа Јован Трајковић","Економија, право и администрација","Економски техничар","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","30","21","0","0","0","1","0","0","27","18","0","0","0"
"205.","1344","Државно","Средњобанатски управни округ","Зрењанин - град","Економско-трговинска школа Јован Трајковић","Економија, право и администрација","Правни техничар","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","31","22","0","0","0","1","0","0","28","23","0","0","0"
"206.","1344","Државно","Средњобанатски управни округ","Зрењанин - град","Економско-трговинска школа Јован Трајковић","Економија, право и администрација","Финансијски администратор","4","Српски језик","1","0","0","30","27","0","0","0","1","0","0","31","25","0","0","0","1","0","0","30","26","0","0","0","1","0","0","28","19","0","0","0"
"207.","1344","Државно","Средњобанатски управни округ","Зрењанин - град","Економско-трговинска школа Јован Трајковић","Економија, право и администрација","Комерцијалиста","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","29","23","0","0","0","1","0","0","30","21","0","0","0"
"208.","1344","Државно","Средњобанатски управни округ","Зрењанин - град","Економско-трговинска школа Јован Трајковић","Трговина, угоститељство и туризам","Трговац 16 2013","3","Српски језик","1","0","0","20","17","0","0","0","1","0","0","30","25","0","0","0","1","0","0","17","13","0","0","0","0","0","0","0","0","0","0","0"
"209.","1344","Државно","Средњобанатски управни округ","Зрењанин - град","Економско-трговинска школа Јован Трајковић","Трговина, угоститељство и туризам","Туристичко-хотелијерски техничар","4","Српски језик","1","0","0","30","23","0","0","0","1","0","0","32","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"210.","1344","Државно","Средњобанатски управни округ","Зрењанин - град","Економско-трговинска школа Јован Трајковић","Економија, право и администрација","Правно-пословни техничар","4","Српски језик","1","0","0","30","22","0","0","0","1","0","0","30","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"211.","1344","Државно","Средњобанатски управни округ","Зрењанин - град","Економско-трговинска школа Јован Трајковић","Економија, право и администрација","Економски техничар (Нови ППНУ од 2019/20)","4","Српски језик","1","0","0","30","19","0","0","0","1","0","0","31","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"212.","1344","Државно","Средњобанатски управни округ","Зрењанин - град","Економско-трговинска школа Јован Трајковић","Трговина, угоститељство и туризам","Конобар (Нови ППНУ од 2020/21)","3","Српски језик","1","0","0","22","8","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"213.","1345","Државно","Средњобанатски управни округ","Зрењанин - град","Медицинска школа","Здравство и социјална заштита","Медицинска сестра - техничар - Нов наставни програм","4","Мађарски језик","1","0","0","27","21","0","0","0","1","0","0","24","19","0","0","0","1","0","0","24","20","0","0","0","1","0","0","25","21","0","0","0"
"214.","1345","Државно","Средњобанатски управни округ","Зрењанин - град","Медицинска школа","Здравство и социјална заштита","Гинеколошко - акушерска сестра","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","31","26","0","0","0"
"215.","1345","Државно","Средњобанатски управни округ","Зрењанин - град","Медицинска школа","Здравство и социјална заштита","Фармацеутски техничар - иновирани образовни програм","4","Српски језик","1","0","0","30","28","0","0","0","1","0","0","30","23","0","0","0","1","0","0","30","27","0","0","0","1","0","0","30","27","0","0","0"
"216.","1345","Државно","Средњобанатски управни округ","Зрењанин - град","Медицинска школа","Здравство и социјална заштита","Медицинска сестра - техничар - Нов наставни програм","4","Српски језик","3","0","0","90","67","0","0","0","3","0","0","89","67","0","0","0","2","0","0","60","46","0","0","0","2","0","0","59","42","0","0","0"
"217.","1345","Државно","Средњобанатски управни округ","Зрењанин - град","Медицинска школа","Здравство и социјална заштита","Козметички техничар - нови наставни програм","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","30","30","0","0","0","0","0","0","0","0","0","0","0"
"218.","1346","Државно","Средњобанатски управни округ","Зрењанин - град","Пољопривредна школа","Пољопривреда, производња и прерада хране","Пољопривредни техничар","4","Српски језик","1","0","0","27","12","0","0","0","1","0","0","28","10","0","1","0","1","0","0","28","7","0","0","0","1","0","0","31","9","0","0","0"
"219.","1346","Државно","Средњобанатски управни округ","Зрењанин - град","Пољопривредна школа","Пољопривреда, производња и прерада хране","Ветеринарски техничар","4","Српски језик","1","0","0","30","18","0","0","0","1","0","0","30","18","0","0","0","1","0","0","31","15","0","0","0","1","0","0","33","15","0","0","0"
"220.","1346","Државно","Средњобанатски управни округ","Зрењанин - град","Пољопривредна школа","Пољопривреда, производња и прерада хране","Руковалац - механичар пољопривредне технике","3","Српски језик","1","0","0","15","0","0","0","0","1","0","0","29","0","0","0","0","1","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0"
"221.","1346","Државно","Средњобанатски управни округ","Зрењанин - град","Пољопривредна школа","Пољопривреда, производња и прерада хране","Техничар хортикултуре","4","Српски језик","1","0","0","11","11","0","0","0","1","0","0","24","16","0","0","0","1","0","0","17","13","0","0","0","1","0","0","21","15","0","0","0"
"222.","1346","Државно","Средњобанатски управни округ","Зрењанин - град","Пољопривредна школа","Пољопривреда, производња и прерада хране","Цвећар - вртлар (Нови ППНУ од 2018/19)","3","Српски језик","1","0","0","8","6","0","2","0","1","0","0","15","12","0","2","0","1","0","0","15","11","0","2","0","0","0","0","0","0","0","0","0"
"223.","1347","Државно","Средњобанатски управни округ","Зрењанин - град","Хемијско-прехрамбена и текстилна школа Урош Предић","Пољопривреда, производња и прерада хране","Прехрамбени техничар","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","11","8","0","0","0"
"224.","1347","Државно","Средњобанатски управни округ","Зрењанин - град","Хемијско-прехрамбена и текстилна школа Урош Предић","Пољопривреда, производња и прерада хране","Месар","3","Српски језик","1","1","0","6","0","0","1","0","1","1","0","4","0","0","0","0","1","1","0","9","1","0","0","0","0","0","0","0","0","0","0","0"
"225.","1347","Државно","Средњобанатски управни округ","Зрењанин - град","Хемијско-прехрамбена и текстилна школа Урош Предић","Пољопривреда, производња и прерада хране","Пекар","3","Српски језик","1","0","0","13","6","0","2","0","1","0","0","12","8","0","0","0","1","0","0","18","7","0","0","0","0","0","0","0","0","0","0","0"
"226.","1347","Државно","Средњобанатски управни округ","Зрењанин - град","Хемијско-прехрамбена и текстилна школа Урош Предић","Хемија, неметали и графичарство","Техничар за заштиту животне средине","4","Српски језик","1","0","0","26","21","0","0","0","1","0","0","29","19","0","0","0","1","0","0","23","19","0","0","0","1","0","0","19","15","0","0","0"
"227.","1347","Државно","Средњобанатски управни округ","Зрењанин - град","Хемијско-прехрамбена и текстилна школа Урош Предић","Хемија, неметали и графичарство","Техничар за индустријску фармацеутску технологију","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","23","20","0","0","0","1","0","0","19","16","0","0","0"
"228.","1347","Државно","Средњобанатски управни округ","Зрењанин - град","Хемијско-прехрамбена и текстилна школа Урош Предић","Текстилство и кожарство","Моделар одеће - образовни профил изашао из огледа","4","Српски језик","1","0","0","16","16","0","0","0","1","0","0","23","23","0","0","0","1","0","0","19","18","1","0","0","1","0","0","14","11","0","0","0"
"229.","1347","Државно","Средњобанатски управни округ","Зрењанин - град","Хемијско-прехрамбена и текстилна школа Урош Предић","Пољопривреда, производња и прерада хране","Оператер у прехрамбеној индустрији","3","Српски језик","1","1","0","8","6","0","1","0","1","1","0","8","4","1","0","0","1","1","0","6","4","0","0","0","0","0","0","0","0","0","0","0"
"230.","1347","Државно","Средњобанатски управни округ","Зрењанин - град","Хемијско-прехрамбена и текстилна школа Урош Предић","Хемија, неметали и графичарство","Техничар за хемијску и фармацеутску технологију","4","Српски језик","1","0","0","21","20","0","0","0","1","0","0","28","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"231.","1348","Државно","Средњобанатски управни округ","Зрењанин - град","Електротехничка и грађевинска школа Никола Тесла","Електротехника","Електротехничар рачунара","4","Мађарски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","17","0","0","1","0"
"232.","1348","Државно","Средњобанатски управни округ","Зрењанин - град","Електротехничка и грађевинска школа Никола Тесла","Електротехника","Електротехничар информационих технологија","4","Мађарски језик","0","0","0","0","0","0","0","0","1","0","0","26","5","0","0","0","1","0","0","18","4","0","0","0","0","0","0","0","0","0","0","0"
"233.","1348","Државно","Средњобанатски управни округ","Зрењанин - град","Електротехничка и грађевинска школа Никола Тесла","Електротехника","Електротехничар информационих технологија (Нови ППНУ од 2020/21)","4","Мађарски језик","1","0","0","20","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"234.","1348","Државно","Средњобанатски управни округ","Зрењанин - град","Електротехничка и грађевинска школа Никола Тесла","Електротехника","Електротехничар енергетике","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","28","0","0","0","0"
"235.","1348","Државно","Средњобанатски управни округ","Зрењанин - град","Електротехничка и грађевинска школа Никола Тесла","Електротехника","Електротехничар аутоматике","4","Српски језик","1","0","0","30","3","0","0","0","2","0","0","58","3","0","0","0","1","0","0","30","0","0","0","0","1","0","0","30","1","0","0","0"
"236.","1348","Државно","Средњобанатски управни округ","Зрењанин - град","Електротехничка и грађевинска школа Никола Тесла","Електротехника","Електротехничар рачунара","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","30","2","0","0","0"
"237.","1348","Државно","Средњобанатски управни округ","Зрењанин - град","Електротехничка и грађевинска школа Никола Тесла","Електротехника","Електроинсталатер","3","Српски језик","0","0","0","0","0","0","0","0","1","1","0","15","0","0","0","0","1","1","0","15","0","0","0","0","0","0","0","0","0","0","0","0"
"238.","1348","Државно","Средњобанатски управни округ","Зрењанин - град","Електротехничка и грађевинска школа Никола Тесла","Електротехника","Електромеханичар за термичке и расхладне уређаје","3","Српски језик","0","0","0","0","0","0","0","0","1","1","0","15","0","0","0","0","1","1","0","15","0","0","0","0","0","0","0","0","0","0","0","0"
"239.","1348","Државно","Средњобанатски управни округ","Зрењанин - град","Електротехничка и грађевинска школа Никола Тесла","Геодезија и грађевинарство","Декоратер зидних површина","3","Српски језик","1","1","0","5","0","0","1","0","1","1","0","9","0","0","0","0","1","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0"
"240.","1348","Државно","Средњобанатски управни округ","Зрењанин - град","Електротехничка и грађевинска школа Никола Тесла","Геодезија и грађевинарство","Руковалац грађевинском механизацијом","3","Српски језик","1","1","0","11","0","0","1","0","1","1","0","13","0","0","0","0","1","1","0","13","0","0","0","0","0","0","0","0","0","0","0","0"
"241.","1348","Државно","Средњобанатски управни округ","Зрењанин - град","Електротехничка и грађевинска школа Никола Тесла","Електротехника","Електротехничар информационих технологија - оглед","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","25","1","0","0","0"
"242.","1348","Државно","Средњобанатски управни округ","Зрењанин - град","Електротехничка и грађевинска школа Никола Тесла","Електротехника","Електричар","3","Српски језик","1","1","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"243.","1348","Државно","Средњобанатски управни округ","Зрењанин - град","Електротехничка и грађевинска школа Никола Тесла","Геодезија и грађевинарство","Архитектонски техничар","4","Српски језик","1","0","0","32","18","0","0","0","1","0","0","25","18","0","0","0","1","0","0","26","19","0","0","0","1","0","0","29","15","0","0","0"
"244.","1348","Државно","Средњобанатски управни округ","Зрењанин - град","Електротехничка и грађевинска школа Никола Тесла","Електротехника","Електротехничар информационих технологија","4","Српски језик","1","0","0","30","6","0","0","0","1","0","0","30","6","0","0","0","1","0","0","28","1","0","0","0","0","0","0","0","0","0","0","0"
"245.","1348","Државно","Средњобанатски управни округ","Зрењанин - град","Електротехничка и грађевинска школа Никола Тесла","Електротехника","Електротехничар енергетике (Нови ППНУ од 2018/19)","4","Српски језик","1","0","0","30","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","31","1","0","0","0","0","0","0","0","0","0","0","0"
"246.","1348","Државно","Средњобанатски управни округ","Зрењанин - град","Електротехничка и грађевинска школа Никола Тесла","Електротехника","Електротехничар рачунара (Нови ППНУ од 2018/19)","4","Српски језик","1","0","0","30","2","0","0","0","1","0","0","30","4","0","0","0","1","0","0","30","2","0","0","0","0","0","0","0","0","0","0","0"
"247.","1348","Државно","Средњобанатски управни округ","Зрењанин - град","Електротехничка и грађевинска школа Никола Тесла","Електротехника","Сервисер термичких и расхладних уређаја","3","Српски језик","1","1","0","12","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"248.","1349","Државно","Средњобанатски управни округ","Зрењанин - град","Техничка школа","Машинство и обрада метала","Техничар за компјутерско управљање","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","27","6","0","0","0"
